ts,dataset,model,acc-hat,acc,acc-val-hat,acc-val,acc-clean,T-hat-RRE,acc-hat-std,acc-std,acc-val-hat-std,acc-val-std,acc-clean-std,T-hat-RRE-std
2020-11-16 21:34:05.469983,FashionMNIST0.5,lenet,0.9228999999999999,0.9163333333333334,0.4845,0.48452777777777767,0.9538333333333334,0.20652151,0.008656468358657845,0.010790942704159095,0.0029470638244166285,0.003863108995499753,0.004890466917040419,0.021619976
2020-11-16 21:37:28.862745,FashionMNIST0.5,lenet-backward,0.9159999999999998,0.9103,0.48197222222222214,0.48197222222222214,0.9574999999999999,0.1997405,0.009800226754746259,0.014608559134972903,0.00321898784030778,0.00321898784030778,0.006291528696058977,0.029985799
2020-11-16 21:48:03.872876,FashionMNIST0.5,linear,0.9132,0.9272333333333332,0.4846388888888889,0.48758333333333337,0.9350000000000002,0.4500749,0.0036399023185916517,0.0008698658900466771,0.0020936780206901474,0.0006092142277628208,0.001054092553389449,0.048777398
2020-11-16 22:02:57.622615,FashionMNIST0.5,linear-backward,0.8463,0.8882666666666665,0.46694444444444444,0.46694444444444444,0.9341666666666667,0.43276328,0.01307962792539094,0.012216382443260359,0.007856742013183855,0.007856742013183855,0.0011180339887499207,0.043994337
2020-11-16 22:14:25.314785,FashionMNIST0.5,threelayer,0.9182666666666666,0.9273333333333333,0.48788888888888887,0.48674999999999996,0.9386666666666666,0.3613763,0.00688121436311289,0.0020976176963403135,0.0026387426860084327,0.00159111149906885,0.0033166247903553916,0.088570364
2020-11-16 22:18:29.139948,FashionMNIST0.5,threelayer-backward,0.8961,0.9095333333333334,0.47938888888888886,0.47938888888888886,0.9401666666666667,0.34506628,0.026997962886114214,0.014630409730724873,0.004793256580027329,0.004793256580027329,0.001892969448600092,0.09418422
2020-11-16 22:26:15.301216,FashionMNIST0.5,resnet,0.8895666666666667,0.8507,0.47488888888888886,0.4613611111111111,0.5478333333333334,0.38626236,0.04847841444051845,0.10666723437348927,0.016256147934827988,0.03092041007585861,0.2243324046538479,0.079201505
2020-11-16 23:03:46.012856,FashionMNIST0.5,resnet-backward,0.8074666666666668,0.8352666666666666,0.45838888888888885,0.45838888888888885,0.4568333333333333,0.39842784,0.05318128325725969,0.09814023979319934,0.02258652772269127,0.02258652772269127,0.21478083144348697,0.06329136
2020-11-17 01:56:43.393141,FashionMNIST0.5,efficientnet,0.5222666666666667,0.8321999999999999,0.3892777777777778,0.4626666666666666,0.3335,0.9554162,0.0411052308106888,0.03127377317959712,0.012818895197093779,0.00982501217289479,0.002291287847477922,0.06211798
2020-11-17 02:19:34.724827,FashionMNIST0.5,efficientnet-backward,0.5103,0.5363666666666667,0.39369444444444446,0.39369444444444446,0.3325,0.91594046,0.0563535368110211,0.06177206308500451,0.015933431155751167,0.015933431155751167,0.0025000000000000022,0.079414256
2020-11-17 03:52:18.526479,FashionMNIST0.5,lgb,0.9116666666666667,0.9193333333333336,0.4841666666666667,0.4841666666666667,0.9566666666666667,0.2978610115756465,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,5.551115123125783e-17
2020-11-17 03:59:24.069441,FashionMNIST0.5,logistic,0.7493333333333333,0.7883333333333333,0.44722222222222224,0.44722222222222224,0.9216666666666666,0.9584933896757258,0.0,0.0,0.0,0.0,0.0,0.0
